0.000000,0.000000,0.250000,0.433013,0.000000
0.000127,-0.000065,0.250000,0.433013,90.000000
0.000603,0.000360,0.250000,0.433013,89.532634
0.001571,0.001631,0.250000,0.433013,10.095448
0.002888,0.003695,0.250000,0.433013,5.545802
0.004491,0.006361,0.250000,0.433013,0.498302
0.006295,0.009382,0.250000,0.433013,1.211816
0.008241,0.012718,0.250000,0.433013,0.490574
0.010297,0.016299,0.250000,0.433013,0.051353
0.012430,0.020065,0.250000,0.433013,0.337948
0.014616,0.023946,0.250000,0.433013,0.593699
0.016850,0.027883,0.250000,0.433013,0.578478
0.019120,0.031833,0.250000,0.433013,0.282974
0.021418,0.035794,0.250000,0.433013,0.059243
0.023732,0.039778,0.250000,0.433013,0.178342
0.026052,0.043785,0.250000,0.433013,0.127202
0.028374,0.047809,0.250000,0.433013,0.035827
0.030689,0.051840,0.250000,0.433013,0.067687
0.032993,0.055869,0.250000,0.433013,0.173830
0.035281,0.059892,0.250000,0.433013,0.296106
0.037553,0.063906,0.250000,0.433013,0.420078
0.039808,0.067912,0.250000,0.433013,0.549527
0.042045,0.071913,0.250000,0.433013,0.692785
0.044266,0.075915,0.250000,0.433013,0.880655
0.046479,0.079918,0.250000,0.433013,1.020432
0.048688,0.083929,0.250000,0.433013,1.104552
0.050900,0.087954,0.250000,0.433013,1.166209
0.053117,0.091998,0.250000,0.433013,1.238878
0.055341,0.096059,0.250000,0.433013,1.285676
0.057575,0.100128,0.250000,0.433013,1.259610
0.059823,0.104203,0.250000,0.433013,1.186154
0.062088,0.108267,0.250000,0.433013,1.008317
0.064395,0.112324,0.250000,0.433013,0.597552
0.066733,0.116352,0.250000,0.433013,0.127115
0.069103,0.120335,0.250000,0.433013,0.439039
0.071504,0.124259,0.250000,0.433013,1.103699
0.073952,0.128107,0.250000,0.433013,1.924635
0.076468,0.131900,0.250000,0.433013,3.010337
0.079034,0.135671,0.250000,0.433013,4.026897
0.081541,0.139439,0.250000,0.433013,4.254454
0.083949,0.143246,0.250000,0.433013,2.803964
0.086315,0.147119,0.250000,0.433013,1.663935
0.088665,0.151049,0.250000,0.433013,1.004838
0.090952,0.155080,0.250000,0.433013,0.628057
0.093198,0.159169,0.250000,0.433013,2.157899
0.095589,0.163030,0.250000,0.433013,0.172908
0.097997,0.166766,0.250000,0.433013,3.285185
0.100366,0.170583,0.250000,0.433013,2.299561
0.102647,0.174387,0.250000,0.433013,0.922492
0.104949,0.178237,0.250000,0.433013,1.014072
0.107302,0.182212,0.250000,0.433013,0.808198
0.109701,0.186389,0.250000,0.433013,0.538843
0.112105,0.190627,0.250000,0.433013,0.427719
0.114449,0.194821,0.250000,0.433013,0.325940
0.116637,0.198927,0.250000,0.433013,1.113434
0.118651,0.202854,0.250000,0.433013,2.537892
0.120548,0.206627,0.250000,0.433013,2.998671
0.122589,0.210443,0.250000,0.433013,3.488967
0.124980,0.214402,0.250000,0.433013,0.987843
0.127445,0.218333,0.250000,0.433013,1.461514
0.129914,0.222224,0.250000,0.433013,2.384148
0.132395,0.226131,0.250000,0.433013,2.411414
0.134880,0.230052,0.250000,0.433013,2.458925
0.137352,0.233980,0.250000,0.433013,2.317076
0.139806,0.237909,0.250000,0.433013,2.095455
0.142245,0.241822,0.250000,0.433013,1.924069
0.144684,0.245703,0.250000,0.433013,1.976740
0.147133,0.249536,0.250000,0.433013,2.331698
0.149566,0.253341,0.250000,0.433013,2.734381
0.151983,0.257160,0.250000,0.433013,2.455095
0.154404,0.261005,0.250000,0.433013,2.245030
0.156833,0.264878,0.250000,0.433013,2.166135
0.159269,0.268779,0.250000,0.433013,2.050605
0.161714,0.272708,0.250000,0.433013,1.951688
0.164161,0.276654,0.250000,0.433013,1.875579
0.166600,0.280607,0.250000,0.433013,1.780475
0.169022,0.284557,0.250000,0.433013,1.639589
0.171419,0.288498,0.250000,0.433013,1.449294
0.173785,0.292417,0.250000,0.433013,1.260131
0.176115,0.296313,0.250000,0.433013,1.060080
0.178421,0.300188,0.250000,0.433013,0.835487
0.180694,0.304056,0.250000,0.433013,0.595541
0.182943,0.307912,0.250000,0.433013,0.353695
0.185158,0.311740,0.250000,0.433013,0.183501
0.187342,0.315574,0.250000,0.433013,0.067357
0.189503,0.319470,0.250000,0.433013,0.560394
0.191647,0.323474,0.250000,0.433013,1.344418
0.193778,0.327597,0.250000,0.433013,2.312265
0.195883,0.331784,0.250000,0.433013,3.109829
0.197980,0.335992,0.250000,0.433013,3.560311
0.200097,0.340166,0.250000,0.433013,3.589342
0.202257,0.344246,0.250000,0.433013,2.802721
0.204477,0.348247,0.250000,0.433013,1.629595
0.206759,0.352218,0.250000,0.433013,0.640974
0.209089,0.356208,0.250000,0.433013,0.071576
0.211415,0.360245,0.250000,0.433013,0.147993
0.213658,0.364302,0.250000,0.433013,0.553296
0.215763,0.368462,0.250000,0.433013,3.914365
0.217938,0.372547,0.250000,0.433013,2.366158
0.220153,0.376681,0.250000,0.433013,1.283012
0.222368,0.380852,0.250000,0.433013,2.211006
0.224652,0.385011,0.250000,0.433013,1.705694
0.226922,0.389049,0.250000,0.433013,0.759624
0.229163,0.393003,0.250000,0.433013,0.546315
0.231315,0.396827,0.250000,0.433013,0.323577
0.233335,0.400544,0.250000,0.433013,0.863145
0.235241,0.404198,0.250000,0.433013,2.150664
0.237448,0.408068,0.250000,0.433013,2.632650
0.239676,0.411945,0.250000,0.433013,0.497043
0.241951,0.415851,0.250000,0.433013,0.266239
0.244258,0.419821,0.250000,0.433013,0.184202
0.246592,0.423839,0.250000,0.433013,0.159985
0.248948,0.427880,0.250000,0.433013,0.166264
0.251325,0.431918,0.250000,0.433013,0.373458
0.253722,0.435954,0.250000,0.433013,0.612645
0.256144,0.439993,0.250000,0.433013,0.834183
0.258582,0.444020,0.250000,0.433013,1.093397
0.261025,0.448019,0.250000,0.433013,1.307432
0.263464,0.451982,0.250000,0.433013,1.571526
0.265877,0.455932,0.250000,0.433013,1.540862
0.268273,0.459886,0.250000,0.433013,1.316712
0.270657,0.463848,0.250000,0.433013,1.120055
0.273035,0.467821,0.250000,0.433013,0.966149
0.275416,0.471807,0.250000,0.433013,0.868544
0.277805,0.475802,0.250000,0.433013,0.866198
0.280202,0.479802,0.250000,0.433013,0.917310
0.282606,0.483803,0.250000,0.433013,0.982628
0.285012,0.487804,0.250000,0.433013,1.047113
0.287416,0.491801,0.250000,0.433013,1.054243
0.289812,0.495790,0.250000,0.433013,1.034760
0.292197,0.499759,0.250000,0.433013,1.012204
0.294577,0.503695,0.250000,0.433013,1.073588
0.296965,0.507599,0.250000,0.433013,1.352882
0.299361,0.511497,0.250000,0.433013,1.591595
0.301739,0.515387,0.250000,0.433013,1.573172
0.304059,0.519281,0.250000,0.433013,1.240424
0.306302,0.523230,0.250000,0.433013,0.282952
0.308508,0.527270,0.250000,0.433013,1.070567
0.310736,0.531369,0.250000,0.433013,1.645852
0.312990,0.535461,0.250000,0.433013,1.372209
0.315262,0.539500,0.250000,0.433013,1.064894
0.317567,0.543452,0.250000,0.433013,0.392361
0.319922,0.547332,0.250000,0.433013,0.638466
0.322325,0.551187,0.250000,0.433013,1.547291
0.324738,0.555050,0.250000,0.433013,2.038689
0.327091,0.558928,0.250000,0.433013,1.668575
0.329343,0.563008,0.250000,0.433013,1.853606
0.331678,0.567013,0.250000,0.433013,0.245345
0.333996,0.570991,0.250000,0.433013,0.799247
0.336274,0.575008,0.250000,0.433013,0.340161
0.338592,0.579052,0.250000,0.433013,0.364856
0.340871,0.583028,0.250000,0.433013,0.010807
0.343105,0.587002,0.250000,0.433013,0.353980
0.345259,0.590939,0.250000,0.433013,0.909679
0.347287,0.594777,0.250000,0.433013,1.642799
0.349179,0.598482,0.250000,0.433013,2.544411
0.351068,0.602227,0.250000,0.433013,3.404303
0.353359,0.606212,0.250000,0.433013,0.483823
0.355680,0.610183,0.250000,0.433013,0.301969
0.358030,0.614203,0.250000,0.433013,0.313464
0.360408,0.618250,0.250000,0.433013,0.313555
0.362816,0.622301,0.250000,0.433013,0.588456
0.365247,0.626349,0.250000,0.433013,0.908466
0.367694,0.630402,0.250000,0.433013,1.102043
0.370157,0.634469,0.250000,0.433013,1.159665
0.372633,0.638536,0.250000,0.433013,1.272975
0.375113,0.642577,0.250000,0.433013,1.419297
0.377581,0.646568,0.250000,0.433013,1.691288
0.380017,0.650534,0.250000,0.433013,1.682361
0.382433,0.654500,0.250000,0.433013,1.442270
0.384839,0.658472,0.250000,0.433013,1.271305
0.387240,0.662453,0.250000,0.433013,1.149819
0.389641,0.666442,0.250000,0.433013,1.068627
0.392049,0.670439,0.250000,0.433013,1.055982
0.394466,0.674445,0.250000,0.433013,1.084397
0.396894,0.678454,0.250000,0.433013,1.165832
0.399329,0.682460,0.250000,0.433013,1.259905
0.401764,0.686460,0.250000,0.433013,1.349870
0.404191,0.690452,0.250000,0.433013,1.356946
0.406604,0.694431,0.250000,0.433013,1.292968
0.409001,0.698390,0.250000,0.433013,1.233569
0.411388,0.702326,0.250000,0.433013,1.228156
0.413773,0.706243,0.250000,0.433013,1.330333
0.416155,0.710157,0.250000,0.433013,1.390204
0.418515,0.714056,0.250000,0.433013,1.270411
0.420816,0.717953,0.250000,0.433013,1.073385
0.423025,0.721907,0.250000,0.433013,0.040628
0.425213,0.725954,0.250000,0.433013,1.621979
0.427428,0.730053,0.250000,0.433013,1.676089
0.429644,0.734140,0.250000,0.433013,1.603047
0.431860,0.738189,0.250000,0.433013,1.539821
0.434096,0.742171,0.250000,0.433013,1.244860
0.436377,0.746107,0.250000,0.433013,0.354303
0.438714,0.750035,0.250000,0.433013,0.238794
0.441084,0.753967,0.250000,0.433013,0.935622
0.443420,0.757886,0.250000,0.433013,0.917775
0.445656,0.761866,0.250000,0.433013,0.394076
0.447866,0.765961,0.250000,0.433013,2.504328
0.450170,0.769979,0.250000,0.433013,0.643555
0.452452,0.773952,0.250000,0.433013,0.373165
0.454736,0.778001,0.250000,0.433013,0.505298
0.457044,0.782044,0.250000,0.433013,0.494314
0.459323,0.786015,0.250000,0.433013,0.050598
0.461557,0.789950,0.250000,0.433013,0.231702
0.463711,0.793814,0.250000,0.433013,0.551458
0.465743,0.797559,0.250000,0.433013,1.110211
